id,name,produzent,nation,lokal1,lokal2,lokal3,lokal4,sorten1,sorten2,sorten3,sorten4,sorten5,sorten6,sorten7,sorten8,sorten9,sorten10,sorten11,sorten12,typ,verwendung,alc,temperatur,suesse,saeurengehalt ,koerper,gerbstoff,preis,jahr,ml
137197,Altair,Altair,Chile,Rapel Valley,,,,Cabernet Sauvignon,Carmenere,Merlot,,,,,,,,,,Red,Table,14.5,18,1,4,5,4,161.3766899,2014,750
137198,"Altair, Sideral",Altair,Chile,Rapel Valley,,,,Cabernet Sauvignon,Merlot,Carmenere,Cabernet Franc,Syrah & Shiraz,Petit Verdot,,,,,,,Red,Table,14.5,17,1,3,4,4,80.68834494,2016,750
137204,"Calvet, Bordeaux Red",Calvet,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,17,1,3,2,3,15.40413858,2011,750
137205,"Calvet, Bordeaux white",Calvet,France,Bordeaux,,,,Sauvignon blanc,Semillon,Muscadet,,,,,,,,,,White,Table,11.5,10,1,4,2,1,15.40413858,2010,750
137207,"Calvet, Varietals Cabernet Sauvignon",Calvet,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,3,2,3,13.93707776,2017,750
137208,"Calvet, Varietals Merlot",Calvet,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,13.93707776,2011,750
137209,"Calvet, Reserve Bordeaux white",Calvet,France,Bordeaux,,,,Sauvignon blanc,Semillon,Etc,,,,,,,,,,White,Table,11.5,10,1,4,2,1,20.53885144,2011,750
137210,"Calvet, Premieres Cotes de Bordeaux",Calvet,France,Bordeaux,Premieres Cotes de Bordeaux,,,Semillon,Sauvignon blanc,Muscadet,,,,,,,,,,White,Dessert,13,11,2,4,3,1,13.20354735,2009,750
137212,"Calvet, Medoc",Calvet,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,12.5,17,1,4,3,3,23.47297307,2015,750
137214,"Calvet, Saint Emilion",Calvet,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,12.5,17,1,3,2,2,30.80827716,2010,750
137222,La Carillon de l'Angelus,Chateau Angelus 1st Grand Cru ClasseA,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,183.3826021,2017,750
137224,Chateau Brillette,Chateau Brillette,France,Bordeaux,Moulis,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,13.5,17,1,4,3,3,62.35008472,2013,750
137225,Le Bailly de Camensac,Chateau Camensac Grand Cru Classe5th Cru,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5,17,1,4,4,3,36.67652043,2006,750
137226,L'oratoire de Chasse Spleen,Chateau Chasse Spleen,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13,17,1,4,3,4,36.67652043,2017,750
137232,Chateau Durfort Vivens,Chateau DurfortVivens Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13.5,17,1,4,4,4,102.6942572,2017,750
137235,La sirene de Giscours,Chateau Giscours Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,12.5,17,1,3,4,3,58.68243268,2016,750
137237,Chateau Haut Bages Averous,Chateau Lynch Bages Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,13.5,17,1,4,4,5,88.02364902,2015,750
137242,Chateau La Gurgue,Chateau La Gurgue,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13,17,1,4,4,4,95.35895311,2009,750
137257,"Concha y Toro, Carmin de Peumo",Concha y Toro,Chile,Rapel Valley,Cachapoal Valley,Peumo,,Carmenere,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,14.5,17,1,3,5,5,330.0886838,2013,750
137260,"Concha y Toro, Sunrise Cabernet Sauvignon",Concha y Toro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,16.13766899,2017,750
137261,"Concha y Toro, Sunrise Carmenere",Concha y Toro,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,16.13766899,2018,750
137266,"Concha y Toro, Terrunyo Cabernet Sauvignon",Concha y Toro,Chile,Maipo Valley,,,,Cabernet Sauvignon,Carmenere,Cabernet Franc,,,,,,,,,,Red,Table,14.5,17,1,4,3,4,73.35304085,2015,750
137267,"Concha y Toro, Terrunyo Carmenere",Concha y Toro,Chile,Rapel Valley,,,,Carmenere,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,,,,,,,,,Red,Table,14.5,17,1,3,4,4,73.35304085,2017,750
137295,"Frei Brothers, Cabernet Sauvignon",Frei Brothers,USA,California,Sonoma County,Alexander Valley,,Cabernet Sauvignon,Petite Sirah,Merlot,,,,,,,,,,Red,Table,14.5,17,1,3,5,5,40.34417247,2018,750
137296,"Frei Brothers, Chardonnay ",Frei Brothers,USA,California,Sonoma County,Russian River Valley,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",13.5,11,1,4,2,1,40.34417247,2018,750
137297,"Frei Brothers, Pinot Noir",Frei Brothers,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,14.5,16,1,4,3,3,43.2782941,2018,750
137298,"Gallo Family, Sonoma Cabernet Sauvignon",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,51.3471286,2005,750
137300,"Gallo Family, Sonoma Merlot",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,,,Merlot,Cabernet Sauvignon,Etc,,,,,,,,,,Red,Table,13.9,18,1,3,4,3,51.3471286,2007,750
137301,"Gallo Family, Sonoma Pinot Noir",Gallo Family Vineyard  EJ Gallo Winery,USA,California,Sonoma County,,,Pinot Noir,Zinfandel,,,,,,,,,,,Red,Table,14,17,1,3,3,2,51.3471286,2006,750
137305,Ginestet Bordeaux de Ginestet Red,Maison Ginestet,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,12.5,17,1,4,3,3,16.50443419,2006,750
137306,Ginestet Bordeaux Reserve Red,Maison Ginestet,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,23.47297307,2008,750
137307,Ginestet Bordeaux Blanc,Maison Ginestet,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,,,,,,,White,Table,12,11,1,4,2,1,17.6047298,2010,750
137309,Mascaron Bordeaux Blanc,Maison Ginestet,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,,,,,,,White,Table,12.5,11,1,3,2,1,26.40709471,2008,750
137310,Mascaron Bordeaux rouge,Maison Ginestet,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13,17,1,3,3,3,26.40709471,2007,750
137314,Ginestet Medoc,Maison Ginestet,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,24.94003389,2007,750
137316,Mascaron Medoc,Maison Ginestet,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13,17,1,4,3,3,33.00886838,2008,750
137317,"Noble, Medoc",Maison Ginestet,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,12.5,16.5,1,3,3,3,19.07179062,2017,750
137318,Chateau Haut Bages Liberal,Chateau HautBagesLiberal Grand Cru Classe5th Cru,France,Bordeaux,Pauillac,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5,17,1,4,4,4,71.88598003,2017,750
137319,Ginestet Saint Emilion,Maison Ginestet,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,33.00886838,2008,750
137320,Mascaron Puisseguin Saint Emilion,Maison Ginestet,France,Bordeaux,PuisseguinSaintEmilion,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,33.00886838,2009,750
137322,Ginestet Sauternes,Maison Ginestet,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,Muscadet,,,,,,,,,,White,Dessert,13.5,6.5,5,3,2,1,45.47888533,2010,750
137323,"Ginestet, Selection Cabernet Sauvignon",Maison Ginestet,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,11.5,17,1,4,2,3,12.47001694,2010,750
137324,Ginestet Selection Merlot,Maison Ginestet,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,,,,,,,Red,Table,11.5,17,1,3,3,3,12.47001694,2010,750
137330,"Jean Luc Colombo, Chateauneuf du Pape 'Les Bartavelles'",Jean Luc Colombo,France,Rhone,ChateauneufduPape,,,Syrah & Shiraz,Grenache,mourvedre,,,,,,,,,,Red,Table,13,17,1,4,5,4,139.3707776,2011,750
137331,"Jean Luc Colombo, Cornas 'Les Ruchets'",Jean Luc Colombo,France,Rhone,Cornas,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13,17.5,1,4,4,4,190.7179062,2009,750
137333,Jean Luc Colombo Cotes du Rhone  'Les Abeilles' Rouge,Jean Luc Colombo,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,28.60768593,2013,750
137334,Jean Luc Colombo Cotes du Rhone 'Les Abeilles' Blanc,Jean Luc Colombo,France,Rhone,Cotes du Rhone,,,Clairette,Rousaanne,,,,,,,,,,,White,Table,13,11,1,3,4,1,28.60768593,2014,750
137338,"Jean Luc Colombo, Collines Rhodaniennes 'Les Collines de Laure'",Jean Luc Colombo,France,Rhone,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,29.34121634,2018,750
137340,"Jean Moreau & Fils, Chablis",Jean Moreau  Fils,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,"Appetizer, Table",12.5,10,1,4,2,1,36.67652043,2006,750
137341,"Jean Moreau & Fils, Chablis Grand Cru 'Valmur'",Jean Moreau  Fils,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,Table,13,11,1,5,3,1,110.0295613,2017,750
137342,"Jean Moreau & Fils, Chablis 1er Cru 'Montmains'",Jean Moreau  Fils,France,Bourgogne,Chablis,,,Chardonnay,,,,,,,,,,,,White,Table,13,11,1,5,3,1,66.01773677,2017,750
137343,"Jean Moreau & Fils, Sancerre",Jean Moreau  Fils,France,Loire,Central Loire,Sancerre,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12.5,10,1,5,2,1,41.81123328,2004,750
137344,Jordan Cabernet Sauvignon,Jordan Vineyard  Winery,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.8,17,1,4,4,4,132.0354735,2012,750
137345,Jordan Chardonnay,Jordan Vineyard  Winery,USA,California,Sonoma County,Russian River Valley,,Chardonnay,,,,,,,,,,,,White,Table,13.7,11,1,3,4,1,95.35895311,2014,750
137346,"Blue Nun, Cabernet Sauvignon",Langguth  Blue nun,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Dessert,13.5,17,3,2,3,2,13.93707776,2017,750
137347,"Blue Nun, Dornfelder ",Langguth  Blue nun,Germany,Pfalz,,,,Dornfelder,,,,,,,,,,,,Red,Table,8.5,13,3,4,3,4,16.13766899,2017,750
137348,"Blue Nun, Eiswein Riesling",Langguth  Blue nun,Germany,Rheinhessen,,,,Riesling,,,,,,,,,,,,White,Dessert,10,7.5,5,2,3,1,88.02364902,2005,500
137351,"Blue Nun, Merlot",Langguth  Blue nun,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,,,,,,,Red,Table,13,17,2,3,2,2,12.47001694,2011,750
137352,"Blue Nun, White",Langguth  Blue nun,Germany,Rheinhessen,,,,Rivaner,,,,,,,,,,,,White,"Appetizer, Table",10,9,3,4,3,1,13.20354735,2017,750
137353,"Blue Nun, Riesling Winemaker's Passion",Langguth  Blue nun,Germany,MoselSaarRuwer,,,,Riesling,,,,,,,,,,,,White,Table,10.5,11,3,5,3,1,25.6735643,2016,750
137355,"Blue Nun, Pink Icewein",Langguth  Blue nun,Spain,Valencia,,,,Tempranillo,Grenache,,,,,,,,,,,Rose,Dessert,7.5,7,4,2,4,1,44.01182451,2011,375
137366,Lindemans Cawarra Shiraz Cabernet,Lindemans,Australia,South Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13,18,1,3,3,4,12.47001694,2014,750
137374,"Marques de Caceres, Blanco",Marques de Caceres,Spain,Rioja,,,,Viura,,,,,,,,,,,,White,Table,12.5,8,1,3,3,1,13.20354735,2011,750
137382,"Matua, Marlborough Pinot Noir",Matua,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,16,1,3,3,2,36.67652043,2017,750
137383,"Matua, Marlborough Sauvignon Blanc",Matua,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,"Appetizer, Table",12.5,11,1,5,2,1,36.67652043,2017,750
137384,JJ McWilliam's Cabernet Merlot,McWilliams Wines,Australia,South Australia,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,16.13766899,2007,750
137385,JJ McWilliam's Shiraz Cabernet,McWilliams Wines,Australia,South Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.5,17,1,3,2,3,16.13766899,2007,750
137388,McWilliam's Hanwood Shiraz,McWilliams Wines,Australia,South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,17,1,3,4,3,22.00591226,2008,750
137390,"Pol Roger, Cuvee Sir Winston Churchill",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12.5,7,1,4,4,1,366.7652043,2012,750
137391,"Pol Roger, Brut Vintage",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12.5,7,1,5,4,1,176.047298,2013,750
137392,"Pol Roger, Rose Vintage",Pol Roger,France,Champagne,,,,Pinot Noir,Chardonnay,,,,,,,,,,,Sparkling,Appetizer,12.5,8,1,5,4,1,183.3826021,2012,750
137395,Vieux Chateau du Terme,Vieux Chateau du Terme,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,Malbec,,,,,,,,,Red,Table,12.5,17,1,3,4,3,29.34121634,2003,750
137396,"Rocca Cerrina, Moscato d'Asti",Rocca Cerrina,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",6.5,9,4,2,2,1,22.00591226,2017,750
137398,"Ruffino, Chianti",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,,,,,,,Red,Table,12.5,16.5,1,3,3,3,22.00591226,2019,750
137399,"Ruffino, Il Leo Chianti Superiore",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,13.5,16.5,1,3,3,3,30.80827716,2017,750
137400,"Ruffino, Riserva Ducale Chianti Classico Riserva",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,13.5,16.5,1,3,4,3,52.080659,2017,750
137401,"Ruffino, Riserva Ducale Oro Chiant Classico Grand Selezione",Ruffino,Italy,Toscana,Chianti,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,14.5,16.5,1,3,5,4,80.68834494,2015,750
137403,"Ruffino, Greppone Mazzi Brunello di Montalcino",Ruffino,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,,,,,,,Red,Table,14.5,16.5,1,3,5,4,146.7060817,2015,750
137406,"Ruffino, Fonte Al Sole",Ruffino,Italy,Toscana,,,,Sangiovese,Merlot,,,,,,,,,,,Red,Table,13.5,17,1,3,3,2,18.33826021,2011,750
137407,"Ruffino, Il Ducale Toscana",Ruffino,Italy,Toscana,,,,Sangiovese,Merlot,Etc,,,,,,,,,,Red,Table,13.5,16.5,1,3,4,3,40.34417247,2018,750
137408,"Ruffino, Modus",Ruffino,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,14.5,16.5,1,3,5,4,95.35895311,2017,750
137409,"Ruffino, Romitorio di Santidame",Ruffino,Italy,Toscana,,,,Colorino,Merlot,,,,,,,,,,,Red,Table,13.5,17.5,1,4,4,4,168.711994,2006,750
137410,"35 South, Reserva Cabernet Sauvignon",San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,19.80532103,2017,750
137411,35 South Reserva Merlot,San Pedro,Chile,Central Valley,,,,Merlot,,,,,,,,,,,,Red,Table,14.5,17,1,4,3,3,19.80532103,2016,750
137412,Amigo Cabernet Sauvignon,San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,17,2,4,3,3,10.26942572,2017,750
137413,Amigo Merlot,San Pedro,Chile,Central Valley,,,,Merlot,,,,,,,,,,,,Red,Table,12.5,17,2,3,3,2,10.26942572,2017,750
137416,"San Pedro, Molina Reserva Carmenere",San Pedro,Chile,Maule Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,29.34121634,2017,750
137417,"San Pedro, Castillo de Molina Reserva Chardonnay",San Pedro,Chile,Curico Valley,Lontue Valley,,,Chardonnay,,,,,,,,,,,,White,Table,14,10,1,2,3,1,29.34121634,2011,750
137418,"San Pedro, Gato Negro Cabernet Sauvignon",San Pedro,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16,1,3,2,3,18.33826021,2017,750
137419,"San Pedro, Gato Negro Carmenere",San Pedro,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,13.5,18,2,4,3,3,18.33826021,2018,750
137420,"San Pedro, Gato Negro Chardonnay",San Pedro,Chile,Central Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,12.5,9,2,3,2,1,18.33826021,2018,750
137421,"San Pedro, Gato Negro Sauvignon Blanc",San Pedro,Chile,Central Valley,,,,Sauvignon blanc,,,,,,,,,,,,White,Table,11.5,11,2,4,2,1,8.802364902,2017,375
137423,"San Pedro, Reserva Late Harvest",San Pedro,Chile,Curico Valley,Lontue Valley,,,Riesling,,,,,,,,,,,,White,Dessert,12,7,5,1,4,1,16.13766899,2012,375
137425,"35 South, Reserva Carmenere",San Pedro,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,19.80532103,2017,750
137435,"Trapiche, Astica Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,14.67060817,2018,750
137436,"Trapiche, Astica Merlot Malbec",Trapiche,Argentina,Mendoza,,,,Merlot,Malbec,,,,,,,,,,,Red,Table,12,17,1,3,3,3,14.67060817,2018,750
137437,"Trapiche, Broquel Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,17,1,3,4,4,36.67652043,2016,750
137438,"Trapiche, Broquel Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,14.5,17,1,3,4,3,36.67652043,2016,750
137439,"Trapiche, Iscay Malbec Cabernet Franc",Trapiche,Argentina,Mendoza,,,,Malbec,Cabernet Franc,,,,,,,,,,,Red,Table,14.5,17,1,3,4,5,102.6942572,2013,750
137440,"Trapiche, Medalla Cabernet Sauvignon",Trapiche,Argentina,Mendoza,Uco Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14.5,18,1,3,4,4,51.3471286,2015,750
137441,"Trapiche, Oak Cask Cabernet Sauvignon",Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,25.6735643,2018,750
137442,"Trapiche, Oak Cask Chardonnay",Trapiche,Argentina,Mendoza,,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,10,1,3,3,1,25.6735643,2018,750
137443,"Trapiche, Oak Cask Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,25.6735643,2018,750
137444,"Trapiche, Single Vineyard Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,14.5,18,1,3,4,4,73.35304085,2014,750
137446,"Trapiche, Malbec",Trapiche,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,19.07179062,2018,750
137451,Baron de Brane,Chateau Brane Cantenac  Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13.5,17,1,3,4,3,58.68243268,2016,750
137452,Les Remparts de Ferriere,Chateau Ferriere Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,13,17,1,3,4,4,33.00886838,2016,750
137454,Les Haut de Brillette,Chateau Brillette,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,14,17,1,3,4,3,44.01182451,2005,750
137469,Chateau de Montagne,Andre Quancard Andre,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12,17,1,4,3,3,13.20354735,2008,750
137471,Chateau Bellegrave,Chateau Bellegrave,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,28.60768593,2005,750
137499,"B.R.Cohn, Special Selection Cabernet Sauvignon",BR Cohn Winery,USA,California,Sonoma County,Sonoma Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.8,18.5,1,3,5,4,806.8834494,1997,750
137501,"Balbi Soprani, Nebbiolo d'Alba",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Alba,,,Nebbiolo,,,,,,,,,,,,Red,Table,13,17,1,3,3,3,27.87415552,2004,750
137504,"Balbi Soprani, Moscato d'Asti",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",5.5,7,4,2,2,1,24.20650348,2018,750
137505,"Balbi Soprani, Barbaresco",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,72.61951044,2015,750
137506,"Balbi Soprani, Barolo",Capetta Francesco Capetta  Balbi Soprani,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,4,96.82601392,2014,750
137592,"Citra, Montepulciano d'Abruzzo",Citra,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13,17,1,4,3,3,14.67060817,2008,750
137593,"Citra, Sangiovese",Citra,Italy,Abruzzo,,,,Sangiovese,,,,,,,,,,,,Red,Table,13,17,1,3,2,3,14.67060817,2017,750
137600,"Agustinos, Cabernet Sauvignon",Agustinos,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.7,17,1,3,3,3,11.00295613,2010,750
137601,"Agustinos, Grand Reserve Cabernet Sauvignon",Agustinos,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.7,17,1,3,4,3,33.00886838,2007,750
137602,"Agustinos, Reserva Cabernet Sauvignon",Agustinos,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.2,17,1,4,3,3,15.40413858,2009,750
137603,Casa Porta Collection Reserve Cabernet Sauvignon,Porta Winery,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17.5,1,3,4,3,18.33826021,2009,750
137605,Porta Cima,Porta Winery,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,4,4,5,88.02364902,2007,750
137606,"Agustinos, Grand Reserva Malbec",Agustinos,Chile,Southern Region,BioBioValley,,,Malbec,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,4,33.00886838,2015,750
137607,"Agustinos, Reserva Sauvignon Blanc",Agustinos,Chile,Southern Region,BioBioValley,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13.2,10.5,1,4,2,1,15.40413858,2016,750
137608,"Agustinos, Winemaker Selection Pinot Noir",Agustinos,Chile,Southern Region,BioBioValley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14,17,1,4,3,2,18.33826021,2015,750
137609,Casa Porta Limited Reserve Pinot Noir,Porta Winery,Chile,Southern Region,BioBioValley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14,17,1,4,2,2,20.53885144,2015,750
137610,"Porta, Pinot Noir Grand Reserve",Porta Winery,Chile,Southern Region,BioBioValley,,,Pinot Noir,,,,,,,,,,,,Red,Table,14,17,1,3,3,2,45.47888533,2015,750
137611,Casa Porta Cabernet Sauvignon,Porta Winery,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,16.13766899,2009,750
137612,Casa Porta Grand Collection Cabernet Sauvignon,Porta Winery,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14.2,17,1,3,4,4,29.34121634,2008,750
137613,Casa Porta Grand Collection Chardonnay,Porta Winery,Chile,Curico Valley,,,,Chardonnay,,,,,,,,,,,,White,Table,14.2,11,1,3,3,1,29.34121634,2014,750
137615,"Porta, Sauvignon Blanc Reserve",Porta Winery,Chile,Curico Valley,,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13.5,17,1,4,2,1,20.53885144,2007,750
137617,"Agustinos, Carmenere",Agustinos,Chile,Maipo Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,13.5,17,1,2,2,2,12.47001694,2009,750
137618,Casa Porta Collection Reserve Merlot,Porta Winery,Chile,Maipo Valley,,,,Merlot,,,,,,,,,,,,Red,Table,13.5,17.5,1,3,3,3,18.33826021,2009,750
137619,Casa Porta Limited Reserve Cabernet Carmenere,Porta Winery,Chile,Maipo Valley,,,,Cabernet Sauvignon,Carmenere,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,20.53885144,2007,750
