id,name,produzent,nation,lokal1,lokal2,lokal3,lokal4,sorten1,sorten2,sorten3,sorten4,sorten5,sorten6,sorten7,sorten8,sorten9,sorten10,sorten11,sorten12,typ,verwendung,alc,temperatur,suesse,saeurengehalt ,koerper,gerbstoff,preis,jahr,ml
150765,"Allegrini Palazzo Grimani,  Valpolicella Ripasso",Allegrini,Italy,Veneto,,,,Corvina Veronese,Rondinella,,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,0,2011,750
150766,"Beringer, Napa Valley Cabernet Sauvignon",Beringer Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Malbec,Petit Verdot,,,,,,,,,,Red,Table,14.5,17,1,4,5,4,132.0354735,2015,750
150767,"Beringer, Napa Valley Merlot",Beringer Vineyards,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,14.5,17,1,4,4,4,0,2018,750
150768,"Beringer, Napa Valley Pinot Noir",Beringer Vineyards,USA,California,Napa County,Napa Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,14.5,16,1,3,3,3,95.35895311,2009,750
150769,Insignia Ruby Port,Vallegre,Portugal,Douro,,,,Touriga Nacional,Touriga Franca,Tinta Roriz,Tinta Barroca,Tinta Cao,,,,,,,,Fortified,Dessert,19,12,5,2,5,2,0,0,750
150770,"Insignia, White Port",Vallegre,Portugal,Douro,,,,Viosinho,Malvasia Fina,Gouveio,Arinto,,,,,,,,,Fortified,Dessert,19,8.5,5,3,5,1,0,0,750
150771,Vista Alegre Reserve Tawny Porto,Vista Alegre,Portugal,Douro,,,,Touriga Nacional,Touriga Franca,Tinta Roriz,Tinta Barroca,Tinta Cao,Tinta Amarela,Rufete,Souzao,,,,,Fortified,"Table, Dessert",20,17,5,2,5,2,69.68538881,0,750
150772,Insignia 10 ANOS Twany Porto,Vallegre,Portugal,Douro,,,,Touriga Nacional,Touriga Franca,Tinta Roriz,Tinta Barroca,Tinta Amarela,Rufete,Souzao,,,,,,Fortified,Dessert,20,17,5,2,5,2,146.7060817,0,750
150773,Quinta da Vista Alegre Red,Vista Alegre,Portugal,Douro,,,,Touriga Nacional,Touriga Franca,Tinta Roriz,Tinta Barroca,Tinta Cao,Souzao,,,,,,,Red,Table,13,16,1,4,4,3,44.01182451,2009,750
150774,"Costa do Pombal, Red Colheita ",Vallegre,Portugal,Douro,,,,Touriga Nacional,Touriga Franca,Tinta Roriz,Tinta Barroca,,,,,,,,,Red,Table,13,16,1,3,3,3,0,2016,750
150775,"Costa do Pombal, White Colheita ",Costa do Pombal,Portugal,Douro,,,,Viosinho,Arinto,Gouveio,Rabigato,,,,,,,,,White,"Appetizer, Table",13,11,2,4,2,1,0,2012,750
150778,Fechtmeiste,Slaur,France,Southern France,,,,Herbs,,,,,,,,,,,,Etc,"Appetizer, Dessert",35,14,4,2,4,1,0,0,750
150779,"Domaine Clavel, Bonne Pioche",Domaine Clavel,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Syrah & Shiraz,Grenache,mourvedre,,,,,,,,,,Red,Table,14,17,2,3,3,3,36.67652043,2011,750
150780,Chateau Clou du Pin,Chateau Clou du Pin,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,0,2010,750
150781,"Chateau Milon, Clos de la Cure ",Chateau Milon,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,15,18,1,3,4,3,0,2010,1500
150784,"Baron Fuente, Grands Cepages Meunier",BaronFuente,France,Champagne,,,,Pinot Meunier,,,,,,,,,,,,Sparkling,"Appetizer, Table",12.5,9,2,5,3,1,110.0295613,0,750
150785,"Baron Fuente, Grands Cepages Pinot Noir",BaronFuente,France,Champagne,,,,Pinot Noir,,,,,,,,,,,,Sparkling,"Appetizer, Table",12.5,9,2,4,3,1,110.0295613,0,750
150786,"Baron Fuente, Tradition Brut",BaronFuente,France,Champagne,,,,Pinot Meunier,Chardonnay,,,,,,,,,,,Sparkling,"Appetizer, Table",12.5,7,1,5,2,1,73.35304085,0,750
150787,"Maison J. de Telmont, Grand Rose",Maison J de Telmont,France,Champagne,,,,Chardonnay,Pinot Noir,Etc,,,,,,,,,,Sparkling,"Appetizer, Table",12,10,2,5,3,1,0,0,750
150788,"Maison J. de Telmont, Grand Vintage Brut",Maison J de Telmont,France,Champagne,,,,Chardonnay,Pinot Noir,Pinot Meunier,,,,,,,,,,Sparkling,"Appetizer, Table",12,10,1,4,3,1,0,2004,750
150789,"Maison J. de Telmont, Or 1735",Maison J de Telmont,France,Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,"Appetizer, Table",12,10,1,5,4,1,0,2001,750
150790,"Maison J. de Telmont, Grand Reserve Brut",Maison J de Telmont,France,Champagne,,,,Chardonnay,Pinot Noir,Pinot Meunier,,,,,,,,,,Sparkling,"Appetizer, Table",12,10,1,4,4,1,0,0,750
150791,"Maison J. de Telmont, Blancs de Blancs",Maison J de Telmont,France,Champagne,,,,Chardonnay,,,,,,,,,,,,Sparkling,Appetizer,12,7,1,5,3,1,0,2005,750
150792,"Posada Del Rey, Tinto",SL Cexvi SL,Spain,Rioja,,,,Tempranillo,,,,,,,,,,,,Red,Table,11,17,1,3,2,3,0,0,750
150793,"Posada Del Rey, Tinto Dulce",SL Cexvi SL,Spain,Rioja,,,,Tempranillo,,,,,,,,,,,,Red,"Table, Dessert",11,13,4,1,4,2,0,2014,750
150800,"Louis M. Martini, Alexsander Valley",Louis M Martini,USA,California,Sonoma County,Alexander Valley,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,,,,,,,Red,Table,13,17,1,5,5,5,0,2013,750
150801,"Montecastro, Alconte",Montecastro,Spain,Ribera del Duero,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,3,0,2015,750
150804,"Oyster Bay, Cuvee Rose",Oyster Bay,New Zealand,South Island,Marlborough,,,Chardonnay,Pinot Noir,,,,,,,,,,,Sparkling,Appetizer,11.5,8.5,1,3,2,1,0,0,750
150805,"Dr. Loosen, Riesling Dry ",DrLoosen,Germany,MoselSaarRuwer,,,,Riesling,,,,,,,,,,,,White,"Appetizer, Table",12.5,8,1,3,2,1,0,2015,750
150806,Argentiera Giorgio,Argentiera Tenuta Argentiera Poggio Argentiera,Italy,Toscana,Bolgheri,,,Merlot,,,,,,,,,,,,Red,Table,15,17,1,4,5,5,0,2012,750
150807,"Pascual Toso, Single Vineyard ",Pascual Toso,Argentina,Mendoza,,,,Malbec,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14.3,16,1,3,5,4,0,2012,750
150808,"Calvet, Cotes du Rhone",Calvet,France,Rhone,Cotes du Rhone,,,Syrah & Shiraz,Grenache,mourvedre,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,22.00591226,2016,750
150809,"Calvet, Chateauneuf-du-Pape",Calvet,France,Rhone,ChateauneufduPape,,,Grenache,mourvedre,Syrah & Shiraz,Cinsault,,,,,,,,,Red,Table,14.5,18,1,4,5,4,73.35304085,2017,750
150810,"Louis M. Martini, Monte Rosso",Louis M Martini,USA,California,Sonoma County,Sonoma Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13,17,1,5,5,5,0,2013,750
150811,"Louis M. Martini, Gnarly Vine Zinfandel",Louis M Martini,USA,California,Sonoma County,Sonoma Valley,,Zinfandel,,,,,,,,,,,,Red,Table,13,17,2,2,5,3,0,2013,750
150812,"Louis M. Martini, Napa Valley Lot No.1 Cabernet Sauvignon",Louis M Martini,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petite Sirah,,,,,,,,,,,Red,Table,13,17.5,1,4,5,4,220.0591226,2009,750
150813,Chateau Poitevin,Chateau Poitevin,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,,,,,,,Red,Table,0,0,1,3,4,3,0,2010,750
150814,Lamothe Pontac,Chateau Poitevin,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,0,0,1,3,4,3,0,2010,750
150815,L'Atto IGT Basilicata,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,,,,,,,,,,,,Red,Table,0,0,1,2,4,4,0,2010,750
150816,Il Repertorio,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,,,,,,,,,,,,Red,Table,14,18,1,2,5,4,0,2010,750
150817,La Firma,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,,,,,,,,,,,,Red,Table,14,18,1,2,5,4,0,2010,750
150818,Il Sigillo,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,,,,,,,,,,,,Red,Table,15,18,1,3,5,4,0,2010,750
150819,Il Preliminare,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,Moscato,Chardonnay,Malvasia,,,,,,,,,Red,Table,13.5,19,1,2,5,3,0,2010,750
150820,La Raccolta,Cantine del Notaio,Italy,Basilicata,,,,Aglianico,Fiano,Chardonnay,Sauvignon blanc,,,,,,,,,White,Appetizer,13.5,9,1,3,2,1,0,2010,750
150821,L'Autentica,Cantine del Notaio,Italy,Basilicata,,,,Moscato,Malvasia,,,,,,,,,,,White,Dessert,14.5,8.5,5,2,1,1,0,2010,750
150840,Villaseca Del Mar,SL Cexvi SL,Spain,,,,,Tempranillo,,,,,,,,,,,,Red,Table,11,17,2,3,3,2,0,2009,750
150841,Puerto Madero Semi Sweet,SL Cexvi SL,Spain,,,,,Tempranillo,,,,,,,,,,,,Red,"Table, Dessert",11,15,3,1,3,2,0,0,750
150842,"Braida, La Monella",Braida Giacomo Bologna Braida,Italy,Piemonte,Monferrato,,,Barbera,,,,,,,,,,,,Red,Table,14.5,14,1,4,3,2,62.35008472,2017,750
150843,"Braida, Grappa",Braida Giacomo Bologna Braida,Italy,Piemonte,Monferrato,,,Barbera,,,,,,,,,,,,Hard,Dessert,44,13,2,1,4,1,220.0591226,2014,750
150844,Chateau Haut Giron,Chateau Haut Gironslaur,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,0,2011,750
150845,Chateau Haut Lartigues,Chateau Haut LartiguesSlaur,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,12.5,17,1,3,3,3,0,2011,750
150846,Baron Brassonnier,Sarl Eurovins,France,Southwest France,Cotes de Duras,,,Merlot,Malbec,Cabernet Franc,,,,,,,,,,Red,Table,12.5,16,1,3,3,3,25.6735643,2012,750
150847,Chevalier Fondaudege,Sarl Eurovins,France,Southwest France,Cotes de Duras,,,Merlot,Malbec,Cabernet Franc,,,,,,,,,,Red,Table,12.5,16,1,3,3,3,0,2012,750
150848,Chateau Bellevue Cuvee Clos Bellevue,Chateau Bellevue,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13,17,1,3,3,3,30.07474675,2008,750
150849,Prince Henry Brut,Sorevi,France,,,,,Airen,Colombard,Ugni​ blanc,,,,,,,,,,Sparkling,"Appetizer, Dessert",11,7.5,1,4,2,1,18.33826021,0,750
150850,Annika 59 Red,Wente Vineyards,USA,California,Alameda County,,,Syrah & Shiraz,Cabernet Sauvignon,Petite Sirah,Barbera,,,,,,,,,Red,Table,14.3,17,1,3,5,3,0,2009,750
150851,"Plantagenet, Omrah Cabernet Merlot",Plantagenet Wines,Australia,Western Australia,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,14.5,17,1,3,4,4,0,2010,750
150852,Grand Veneur Reserve,Alain Jaume  Fils,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Cinsault,,,,,,,,,,Red,Table,13.5,17,1,3,4,3,0,2010,750
150853,Chateau Brown,Chateau Brown,France,Bordeaux,PessacLeognan,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,,,,,,,Red,Table,13.5,17,1,3,4,4,0,2005,750
150854,Chateau Desclau,Chateau Desclau,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,Petit Verdot,,,,,,,,Red,Table,13.5,17,1,3,3,4,36.67652043,2012,750
150855,Chateau Jourdan,Chateau Jourdan,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,13,17,1,3,3,3,0,2005,750
150856,Vina Amigo White,Bodegas Luis Caride,Spain,Catalunya,,,,Airen,Garnacha Blanca,,,,,,,,,,,White,Table,11,8,2,4,1,1,0,0,750
150857,"Murrieta's, Well Red 'The Spur'",Murrietas Well,USA,California,Alameda County,Livermore Valley,,Petite Sirah,Cabernet Sauvignon,Petit Verdot,Merlot,Cabernet Franc,Malbec,,,,,,,Red,Table,14.5,17,1,3,4,5,102.6942572,2016,750
150858,"Murrieta's, Well White 'The Whip'",Murrietas Well,USA,California,Alameda County,Livermore Valley,,Semillon,Chardonnay,Sauvignon blanc,Orange Muscat,Viognier,Gewurztraminer,Riesling,,,,,,White,Table,13.5,10,1,3,3,1,66.01773677,2016,750
150859,"Cavatina, Chianti Classico",Cavatina,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Trebbiano,,,,,,,,,,Red,Table,13.5,16,1,4,3,3,33.00886838,2015,750
150860,"Fonte, Moscato Spumante",Fonte,Italy,Piemonte,,,,Moscato,,,,,,,,,,,,Sparkling,"Appetizer, Dessert",7.5,7,4,2,2,1,24.20650348,0,750
150861,"Rivani, Moscato",Rivani,Italy,Sicilia,,,,Moscato,,,,,,,,,,,,White,"Appetizer, Dessert",9.5,7,4,2,2,1,0,0,750
150862,"Rivani, Moscato Rose",Rivani,Italy,Sicilia,,,,Moscato,,,,,,,,,,,,Rose,Table,9.5,7,4,1,1,1,19.80532103,0,750
150863,Chianti Colli Fiorentini 'IL CORTILE',Conte Ferdinando Guicciadini,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Colorino,Cabernet Sauvignon,Merlot,,,,,,,,Red,Table,13,16,1,3,3,3,44.01182451,2009,750
150864,Morellino de Scansano  Reserva  'Massi de Mandorlaia',Conte Ferdinando Guicciadini,Italy,Toscana,,,,Sangiovese,Alicante Bouschet,Merlot,Cabernet Sauvignon,,,,,,,,,Red,Table,13.5,17,1,4,4,3,0,2007,750
150865,Castello di Poppiano Syrah,Conte Ferdinando Guicciadini,Italy,Toscana,,,,Syrah & Shiraz,Sangiovese,,,,,,,,,,,Red,Table,14,17,1,3,4,4,0,2009,750
150866,Ghost Pines Cabernet Sauvignon,Louis M Martini,USA,California,,,,Cabernet Sauvignon,Petite Sirah,Petit Verdot,Malbec,,,,,,,,,Red,Table,14.5,17,1,3,4,3,28.53433289,2018,750
150867,Ghost Pines Merlot,Louis M Martini,USA,California,,,,Merlot,,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,18.26490717,2015,750
150868,Ghost Pines Chardonnay,Louis M Martini,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,13.5,11,1,4,2,1,28.53433289,2016,750
150869,Ghost Pines Zinfandel,Louis M Martini,USA,California,,,,Zinfandel,Petite Sirah,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,18.26490717,2015,750
150870,"David Stone, Cabernet Sauvignon",David Stone,USA,California,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,0,0,1,3,3,3,7.261951044,0,750
150871,"David Stone, Merlot",David Stone,USA,California,,,,Merlot,,,,,,,,,,,,Red,Table,0,0,1,3,2,3,7.261951044,0,750
150872,"David Stone, Chardonnay",David Stone,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,0,0,1,3,3,1,7.261951044,0,750
150873,"David Stone, Pinot Noir",David Stone,USA,California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,0,0,1,4,2,2,7.261951044,0,750
150874,Refresh Turning Leaf Red Moscato,Turning Leaf,USA,California,,,,Moscato,,,,,,,,,,,,Red,Dessert,0,0,3,2,2,2,0,2011,750
150875,Refresh Turning Leaf Moscato,Turning Leaf,USA,California,,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",0,0,4,2,2,1,0,2011,750
150876,Refresh Turning Leaf Crisp White,Turning Leaf,USA,California,,,,Blend,,,,,,,,,,,,White,"Appetizer, Table",0,0,3,3,3,1,0,2011,750
150877,Mirassou Cabernet Sauvignon,Mirassou,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,0,0,1,3,4,4,29.34121634,2010,750
150878,Mirassou Moscato,Mirassou,USA,California,,,,Moscato,,,,,,,,,,,,White,"Table, Dessert",0,0,4,2,3,1,29.34121634,2011,750
150879,Mirassou Chardonnay,Mirassou,USA,California,,,,Chardonnay,,,,,,,,,,,,White,Table,0,0,2,3,3,1,29.34121634,2011,750
150880,Mirassou Pinot Noir,Mirassou,USA,California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,0,0,2,4,3,2,29.34121634,2011,750
150881,Barefoot Cabernet Sauvignon,Barefoot,USA,California,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13,16,2,3,3,3,0,0,750
150883,Barefoot Sweet Red,Barefoot,USA,California,,,,Blend,,,,,,,,,,,,Red,Table,10.5,12,4,1,2,2,0,0,750
150885,OTU  Sauvignon Blanc,Otuwhero Estates,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,,,,,,,White,Table,13,10,1,5,4,1,0,2011,750
150886,"Ricossa, Gavi ",Ricossa,Italy,Piemonte,Gavi,,,Cortese,,,,,,,,,,,,White,Table,12.5,11,1,3,1,1,49.51330257,2014,750
150887,Ricossa Malvasia di Casorzo,Ricossa,Italy,Piemonte,,,,Malvasia,,,,,,,,,,,,Rose,Dessert,5.5,10,4,2,2,1,0,2011,750
150889,"Vesevo, Taurasi",Vesevo,Italy,Campania,,,,Aglianico,,,,,,,,,,,,Red,Table,13.5,17,2,2,5,4,119.5654566,2011,750
150890,"Ricossa, Moscato d'Asti  ",Ricossa,Italy,Piemonte,Asti,,,Moscato,,,,,,,,,,,,White,Dessert,5.5,7,4,2,2,1,27.50739032,2015,750
150891,"Ricossa, Barolo Riserva ",Ricossa,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,14.5,17,1,4,3,4,0,0,750
150892,"Ricossa, Barolo",MGM Mondo del Vino,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,14.5,17,1,3,3,4,0,0,750
150893,"Ricossa, Barbaresco ",Ricossa,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,13.5,17,1,3,3,4,80.68834494,2011,750
150894,"Ricossa, Barbaresco Riserva ",Ricossa,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,13.5,17,1,4,3,4,0,0,750
150895,"Ricossa, Barbera d'Asti",Ricossa,Italy,Piemonte,Asti,,,Barbera,,,,,,,,,,,,Red,Table,13.5,17,1,3,4,3,40.34417247,2013,750
150896,"Ricossa, Barbera d'Asti Superiore",Ricossa,Italy,Piemonte,Monferrato,,,Barbera,,,,,,,,,,,,Red,Table,13.5,17,1,4,3,3,0,0,750
150897,Itynera Montepulciano d'Abruzzo,Itinera,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,14,17,1,4,4,3,0,2010,750
150898,Itinera Cabernet sauvignon Nero d'Avola,MGM Mondo del Vino,Italy,Sicilia,,,,Cabernet Sauvignon,Nero d'Avola,,,,,,,,,,,Red,Table,14.5,17,1,3,3,3,0,0,750
150899,Itynera syrah Sicily,Itinera,Italy,Sicilia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.5,17,1,3,4,3,0,2010,750
150900,Itinera Prosecco,MGM Mondo del Vino,Italy,Puglia,,,,Glera,,,,,,,,,,,,Sparkling,"Appetizer, Table",11.5,7,1,4,2,1,0,0,750
150901,Itinera Primitivo Salento,MGM Mondo del Vino,Italy,Puglia,,,,Primitivo,,,,,,,,,,,,Red,Table,14.5,17,1,2,4,4,0,0,750
150902,Soprasasso Valpolicella Ripasso,MGM Mondo del Vino,Italy,Veneto,,,,Corvina,Corvinone,Rondinella,,,,,,,,,,Red,Table,14.5,17,1,3,4,4,0,0,750
150903,Soprasasso Amarone,MGM Mondo del Vino,Italy,Veneto,,,,Corvina,Corvinone,Rondinella,Molinara,,,,,,,,,Red,Table,15.5,17,1,3,5,3,0,0,750
